"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs"
"","REACTOME pathway","R-DME-76002","Platelet activation, signaling and aggregation","187","10","1.198","1.006","0.009","0.538532260595309","0.26878827532075","1","0.799894297048609","1","fw,CG9095,crq,Sos,CG43366,Spn42Db,hig,dsb,Sccpdh1,rdog","FBgn0001083,FBgn0030617,FBgn0015924,FBgn0001965,FBgn0263109,FBgn0033112,FBgn0010114,FBgn0035290,FBgn0037298,FBgn0039644"
"","REACTOME pathway","R-DME-114608","Platelet degranulation","137","9","1.078","1.2358","0.305","0.30524352794077","0.51535353560391","1","0.682100352828951","1","fw,CG9095,crq,CG43366,Spn42Db,hig,dsb,Sccpdh1,rdog","FBgn0001083,FBgn0030617,FBgn0015924,FBgn0263109,FBgn0033112,FBgn0010114,FBgn0035290,FBgn0037298,FBgn0039644"
"","REACTOME pathway","R-DME-76005","Response to elevated platelet cytosolic Ca2+","139","9","1.078","1.218","0.285","0.320084158815039","0.494735818856348","1","0.682100352828951","1","fw,CG9095,crq,CG43366,Spn42Db,hig,dsb,Sccpdh1,rdog","FBgn0001083,FBgn0030617,FBgn0015924,FBgn0263109,FBgn0033112,FBgn0010114,FBgn0035290,FBgn0037298,FBgn0039644"
"","REACTOME pathway","R-DME-5684996","MAPK1/MAPK3 signaling","143","9","1.078","1.184","0.244","0.350166656600129","0.455725210462723","1","0.682100352828951","1","Pp2A-29B,hop,CG32568,CG34393,Cdk1,Sos,Spred,scny,app","FBgn0260439,FBgn0004864,FBgn0052568,FBgn0085422,FBgn0004106,FBgn0001965,FBgn0020767,FBgn0260936,FBgn0260941"
"","REACTOME pathway","R-DME-9748784","Drug ADME","152","9","1.078","1.1139","0.156","0.418904696539595","0.377884770529694","1","0.703381053122248","1","Ugt36F1,CG43366,Spn42Db,CG4630,CG5592,CG8925,Ugt303B1,rdog,Ugt302K1","FBgn0027074,FBgn0263109,FBgn0033112,FBgn0033809,FBgn0035645,FBgn0038404,FBgn0039086,FBgn0039644,FBgn0040251"
"","REACTOME pathway","R-DME-5688426","Deubiquitination","159","9","1.078","1.0648","0.091","0.472273957507948","0.325806001961777","1","0.753058684345657","1","otu,CG32202,CG9062,calypso,Usp5,scny,Ino80,faf,Pten","FBgn0003023,FBgn0052202,FBgn0033607,FBgn0262166,FBgn0035402,FBgn0260936,FBgn0086613,FBgn0005632,FBgn0026379"
"","REACTOME pathway","R-DME-112315","Transmission across Chemical Synapses","167","9","1.078","1.0138","0.02","0.53188898084718","0.274179006872193","1","0.795738352130847","1","X11L,nAChRalpha6,CG4630,CG5592,Gabat,Ir76b,Nmdar1,CG8925,pHCl-2","FBgn0026313,FBgn0032151,FBgn0033809,FBgn0035645,FBgn0036927,FBgn0036937,FBgn0010399,FBgn0038404,FBgn0039840"
"","REACTOME pathway","R-DME-68875","Mitotic Prophase","49","8","0.958","3.0713","1.619","0.00399889979216541","2.39805947865089","1","0.288953017374743","1","Lam,Cdk1,Gp210,Mtor,Grasp65,Nup358,gwl,Nup214","FBgn0002525,FBgn0004106,FBgn0266580,FBgn0013756,FBgn0036919,FBgn0039302,FBgn0260399,FBgn0010660"
"","REACTOME pathway","R-DME-3247509","Chromatin modifying enzymes","52","8","0.958","2.8942","1.533","0.0058028116156363","2.23636152828393","1","0.288953017374743","1","rgr,enok,gsb,Mi-2,Su(var)3-3,osa,polybromo,nej","FBgn0267792,FBgn0034975,FBgn0001148,FBgn0262519,FBgn0260397,FBgn0261885,FBgn0039227,FBgn0261617"
"","REACTOME pathway","R-DME-4839726","Chromatin organization","52","8","0.958","2.8942","1.533","0.0058028116156363","2.23636152828393","1","0.288953017374743","1","rgr,enok,gsb,Mi-2,Su(var)3-3,osa,polybromo,nej","FBgn0267792,FBgn0034975,FBgn0001148,FBgn0262519,FBgn0260397,FBgn0261885,FBgn0039227,FBgn0261617"
"","REACTOME pathway","R-DME-5696399","Global Genome Nucleotide Excision Repair (GG-NER)","67","8","0.958","2.2462","1.167","0.0251512315980772","1.59944074368349","1","0.493322669924725","1","CG32202,Parp,RPA2,CSN4,Cul4,Gnf1,Ino80,DNApol-epsilon255","FBgn0052202,FBgn0010247,FBgn0032906,FBgn0027054,FBgn0033260,FBgn0004913,FBgn0086613,FBgn0264326"
"","REACTOME pathway","R-DME-5633007","Regulation of TP53 Activity","72","8","0.958","2.0902","1.064","0.0367156421594764","1.43514887154501","1","0.520375452884638","1","lok,enok,dre4,Mi-2,MBD-R2,tefu,l(3)mbt,nej","FBgn0019686,FBgn0034975,FBgn0002183,FBgn0262519,FBgn0038016,FBgn0045035,FBgn0002441,FBgn0261617"
"","REACTOME pathway","R-DME-2990846","SUMOylation","76","8","0.958","1.9802","0.986","0.048207917549111","1.31688162845193","1","0.520375452884638","1","Ulp1,Parp,Top2,Gp210,Mtor,mu2,Nup358,Nup214","FBgn0027603,FBgn0010247,FBgn0284220,FBgn0266580,FBgn0013756,FBgn0002872,FBgn0039302,FBgn0010660"
"","REACTOME pathway","R-DME-397014","Muscle contraction","93","8","0.958","1.6182","0.694","0.121130469069193","0.916746601000409","1","0.626921524734389","1","Nepl7,Ca-alpha1D,Trpgamma,Task6,trp,Gycbeta100B,c(3)G,SERCA","FBgn0032442,FBgn0001991,FBgn0032593,FBgn0038165,FBgn0003861,FBgn0013973,FBgn0000246,FBgn0263006"
"","REACTOME pathway","R-DME-1483257","Phospholipid metabolism","113","8","0.958","1.3318","0.413","0.252602599221426","0.597562184969465","1","0.682100352828951","1","CG14411,CG2201,Gpat4,CG5026,bmm,CG9452,CG6656,Pten","FBgn0030582,FBgn0032955,FBgn0034971,FBgn0035945,FBgn0036449,FBgn0036877,FBgn0038912,FBgn0026379"
"","REACTOME pathway","R-DME-69242","S Phase","127","8","0.958","1.185","0.245","0.362994222575163","0.440100287150371","1","0.688781537336373","1","RPA2,Fen1,Orc4,SA-2,Gnf1,Mcm2,DNApol-epsilon255,Sld5","FBgn0032906,FBgn0025832,FBgn0023181,FBgn0043865,FBgn0004913,FBgn0014861,FBgn0264326,FBgn0039403"
"","REACTOME pathway","R-DME-1280215","Cytokine Signaling in Immune system","137","8","0.958","1.0985","0.136","0.444591504729985","0.352038840071888","1","0.727998650330671","1","Pp2A-29B,hop,Sos,CG8878,Ubc10,CG42360,eIF4E3,eIF4G2","FBgn0260439,FBgn0004864,FBgn0001965,FBgn0027504,FBgn0026316,FBgn0259742,FBgn0265089,FBgn0260634"
"","REACTOME pathway","R-DME-5673001","RAF/MAP kinase cascade","142","8","0.958","1.0598","0.084","0.484955659677344","0.31429796786736","1","0.76049864813038","1","Pp2A-29B,hop,CG32568,CG34393,Sos,Spred,scny,app","FBgn0260439,FBgn0004864,FBgn0052568,FBgn0085422,FBgn0001965,FBgn0020767,FBgn0260936,FBgn0260941"
"","REACTOME pathway","R-DME-6811442","Intra-Golgi and retrograde Golgi-to-ER traffic","148","8","0.958","1.0169","0.024","0.532301063621277","0.273842666037672","1","0.795738352130847","1","Vps53,CG14535,Vps51,Klp61F,Alp10,Rich,ArfGAP3,Lerp","FBgn0031598,FBgn0031955,FBgn0034380,FBgn0004378,FBgn0035619,FBgn0028500,FBgn0037182,FBgn0051072"
"","REACTOME pathway","R-DME-422475","Axon guidance","150","8","0.958","1.0033","0.005","0.547726694811586","0.26143609214252","1","0.811962033910144","1","DIP-lambda,Arpc5,bdl,Sos,Nmdar1,Pak3,PlexB,PlexA","FBgn0267428,FBgn0031437,FBgn0028482,FBgn0001965,FBgn0010399,FBgn0044826,FBgn0025740,FBgn0025741"
"","REACTOME pathway","R-DME-9675108","Nervous system development","152","8","0.958","0.9901","-0.014","0.562943089642686","0.249535507641405","1","0.817304773359589","1","DIP-lambda,Arpc5,bdl,Sos,Nmdar1,Pak3,PlexB,PlexA","FBgn0267428,FBgn0031437,FBgn0028482,FBgn0001965,FBgn0010399,FBgn0044826,FBgn0025740,FBgn0025741"
"","REACTOME pathway","R-DME-5252538","Drosophila signaling pathways","182","8","0.958","0.8269","-0.274","0.757795927863031","0.120447732805242","1","0.922661191052874","1","Pp2A-29B,hop,ft,tsh,Fadd,spz,Pten,wek","FBgn0260439,FBgn0004864,FBgn0001075,FBgn0003866,FBgn0038928,FBgn0003495,FBgn0026379,FBgn0001990"
"","REACTOME pathway","R-DME-446203","Asparagine N-linked glycosylation","194","8","0.958","0.7758","-0.366","0.815654542981362","0.0884937405645534","1","0.958617611437086","1","gny,CG43366,Spn42Db,hig,Mgat1,Syx17,Grasp65,ArfGAP3","FBgn0032234,FBgn0263109,FBgn0033112,FBgn0010114,FBgn0034521,FBgn0035540,FBgn0036919,FBgn0037182"
"","REACTOME pathway","R-DME-1266738","Developmental Biology","196","8","0.958","0.7678","-0.381","0.824180603187839","0.0839776106651241","1","0.958816504614927","1","DIP-lambda,Arpc5,bdl,Sos,Nmdar1,Pak3,PlexB,PlexA","FBgn0267428,FBgn0031437,FBgn0028482,FBgn0001965,FBgn0010399,FBgn0044826,FBgn0025740,FBgn0025741"
"","REACTOME pathway","R-DME-9006936","Signaling by TGFB family members","62","7","0.838","2.1239","1.087","0.045515648605697","1.34183926411881","1","0.520375452884638","1","CG33310,Parp,STUB1,sax,Cdk9,CycT,faf","FBgn0053310,FBgn0010247,FBgn0027052,FBgn0003317,FBgn0019949,FBgn0025455,FBgn0005632"
"","REACTOME pathway","R-DME-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)","64","7","0.838","2.0576","1.041","0.0525685254489558","1.27927420480321","1","0.520375452884638","1","RPA2,CSN4,Cul4,Rpb5,Gnf1,DNApol-epsilon255,nej","FBgn0032906,FBgn0027054,FBgn0033260,FBgn0033571,FBgn0004913,FBgn0264326,FBgn0261617"
"","REACTOME pathway","R-DME-3108232","SUMO E3 ligases SUMOylate target proteins","74","7","0.838","1.7795","0.831","0.0976556245887666","1.01030273796223","1","0.613679514947577","1","Parp,Top2,Gp210,Mtor,mu2,Nup358,Nup214","FBgn0010247,FBgn0284220,FBgn0266580,FBgn0013756,FBgn0002872,FBgn0039302,FBgn0010660"
"","REACTOME pathway","R-DME-983712","Ion channel transport","75","7","0.838","1.7558","0.812","0.103061633345557","0.986902979016985","1","0.613679514947577","1","Vha100-3,CG33310,CG9981,Trpgamma,subdued,trp,SERCA","FBgn0028669,FBgn0053310,FBgn0030746,FBgn0032593,FBgn0038721,FBgn0003861,FBgn0263006"
"","REACTOME pathway","R-DME-428157","Sphingolipid metabolism","81","7","0.838","1.6257","0.701","0.138759191164506","0.857738240350702","1","0.626921524734389","1","CG30037,CG7115,Ugt36F1,Ugt303B1,schlank,Ugt302K1,CG34194","FBgn0050037,FBgn0027515,FBgn0027074,FBgn0039086,FBgn0040918,FBgn0040251,FBgn0085223"
"","REACTOME pathway","R-DME-6791226","Major pathway of rRNA processing in the nucleolus and cytosol","84","7","0.838","1.5677","0.649","0.15858897399756","0.799727010577532","1","0.640260804596534","1","Ulp1,dbe,l(2)05287,CG4554,CG7275,CG7006,l(3)07882","FBgn0027603,FBgn0020305,FBgn0284251,FBgn0034734,FBgn0036500,FBgn0039233,FBgn0010926"
"","REACTOME pathway","R-DME-72312","rRNA processing","84","7","0.838","1.5677","0.649","0.15858897399756","0.799727010577532","1","0.640260804596534","1","Ulp1,dbe,l(2)05287,CG4554,CG7275,CG7006,l(3)07882","FBgn0027603,FBgn0020305,FBgn0284251,FBgn0034734,FBgn0036500,FBgn0039233,FBgn0010926"
"","REACTOME pathway","R-DME-8868773","rRNA processing in the nucleus and cytosol","84","7","0.838","1.5677","0.649","0.15858897399756","0.799727010577532","1","0.640260804596534","1","Ulp1,dbe,l(2)05287,CG4554,CG7275,CG7006,l(3)07882","FBgn0027603,FBgn0020305,FBgn0284251,FBgn0034734,FBgn0036500,FBgn0039233,FBgn0010926"
"","REACTOME pathway","R-DME-6807070","PTEN Regulation","97","7","0.838","1.3576","0.441","0.257027560831507","0.590020305169572","1","0.682100352828951","1","otu,STUB1,Usp5,Mi-2,Pten,Tor,Su(z)12","FBgn0003023,FBgn0027052,FBgn0035402,FBgn0262519,FBgn0026379,FBgn0021796,FBgn0020887"
"","REACTOME pathway","R-DME-69239","Synthesis of DNA","106","7","0.838","1.2423","0.313","0.333367095961341","0.477077268178162","1","0.682100352828951","1","RPA2,Fen1,Orc4,Gnf1,Mcm2,DNApol-epsilon255,Sld5","FBgn0032906,FBgn0025832,FBgn0023181,FBgn0004913,FBgn0014861,FBgn0264326,FBgn0039403"
"","REACTOME pathway","R-DME-69620","Cell Cycle Checkpoints","108","7","0.838","1.2193","0.286","0.350814640907428","0.454922290070473","1","0.682100352828951","1","Cdk1,lok,RPA2,Orc4,mus304,Mcm2,tefu","FBgn0004106,FBgn0019686,FBgn0032906,FBgn0023181,FBgn0002901,FBgn0014861,FBgn0045035"
"","REACTOME pathway","R-DME-453279","Mitotic G1 phase and G1/S transition","109","7","0.838","1.2081","0.273","0.35957519145543","0.444210279635362","1","0.685782262878732","1","Pp2A-29B,hop,RPA2,Orc4,Mcm2,CG4733,DNApol-epsilon255","FBgn0260439,FBgn0004864,FBgn0032906,FBgn0023181,FBgn0014861,FBgn0038744,FBgn0264326"
"","REACTOME pathway","R-DME-69306","DNA Replication","111","7","0.838","1.1863","0.246","0.377146309683922","0.423490137429013","1","0.696977483768069","1","RPA2,Fen1,Orc4,Gnf1,Mcm2,DNApol-epsilon255,Sld5","FBgn0032906,FBgn0025832,FBgn0023181,FBgn0004913,FBgn0014861,FBgn0264326,FBgn0039403"
"","REACTOME pathway","R-DME-8978868","Fatty acid metabolism","136","7","0.838","0.9683","-0.046","0.589487063091012","0.229525721510092","1","0.84578578617406","1","ACC,CG4630,CG18609,sea,CG5592,ELOVL,CG8925","FBgn0033246,FBgn0033809,FBgn0034382,FBgn0037912,FBgn0035645,FBgn0037534,FBgn0038404"
"","REACTOME pathway","R-DME-8951664","Neddylation","139","7","0.838","0.9474","-0.078","0.612661844086047","0.212779166214284","1","0.850101075935819","1","CSN4,Cul4,Uba3,adp,CG7275,FBXO11,Tusp","FBgn0027054,FBgn0033260,FBgn0263697,FBgn0000057,FBgn0036500,FBgn0037760,FBgn0039530"
"","REACTOME pathway","R-DME-72172","mRNA Splicing","144","7","0.838","0.9145","-0.129","0.649666409878732","0.187309587261772","1","0.85651259856067","1","Sf3b2,Spf45,Rpb5,CG5543,Sf3a2,CG6841,Sf3a1","FBgn0031493,FBgn0086683,FBgn0033571,FBgn0034908,FBgn0036314,FBgn0036828,FBgn0266917"
"","REACTOME pathway","R-DME-948021","Transport to the Golgi and subsequent modification","147","7","0.838","0.8958","-0.159","0.6708356882245","0.173383841136486","1","0.870366303183582","1","CG43366,Spn42Db,hig,Mgat1,Syx17,Grasp65,ArfGAP3","FBgn0263109,FBgn0033112,FBgn0010114,FBgn0034521,FBgn0035540,FBgn0036919,FBgn0037182"
"","REACTOME pathway","R-DME-983170","Antigen Presentation: Folding, assembly and peptide loading of class I MHC","26","6","0.719","4.3412","2.118","0.00204066953639047","2.69022731872443","1","0.288953017374743","1","CG1824,CG31445,Mdr49,CG32473,CG31233,SP1029","FBgn0030403,FBgn0051445,FBgn0004512,FBgn0052473,FBgn0051233,FBgn0263236"
"","REACTOME pathway","R-DME-73893","DNA Damage Bypass","32","6","0.719","3.5272","1.819","0.00612393573244595","2.21296937564696","1","0.288953017374743","1","RPA2,Cul4,CG9062,Rev1,Gnf1,DNApol-epsilon255","FBgn0032906,FBgn0033260,FBgn0033607,FBgn0035150,FBgn0004913,FBgn0264326"
"","REACTOME pathway","R-DME-2980766","Nuclear Envelope Breakdown","37","6","0.719","3.0506","1.609","0.0125513210890638","1.90131056011961","1","0.428758450759493","1","Lam,Cdk1,Gp210,Mtor,Nup358,Nup214","FBgn0002525,FBgn0004106,FBgn0266580,FBgn0013756,FBgn0039302,FBgn0010660"
"","REACTOME pathway","R-DME-211000","Gene Silencing by RNA","40","6","0.719","2.8218","1.497","0.018124020862976","1.74174544656623","1","0.493322669924725","1","Gp210,Mtor,Dcr-1,Nup358,DIP1,Nup214","FBgn0266580,FBgn0013756,FBgn0039016,FBgn0039302,FBgn0024807,FBgn0010660"
"","REACTOME pathway","R-DME-69481","G2/M Checkpoints","41","6","0.719","2.753","1.461","0.0203058868101197","1.69237803900667","1","0.493322669924725","1","Cdk1,lok,RPA2,Orc4,mus304,Mcm2","FBgn0004106,FBgn0019686,FBgn0032906,FBgn0023181,FBgn0002901,FBgn0014861"
"","REACTOME pathway","R-DME-6782135","Dual incision in TC-NER","53","6","0.719","2.1297","1.091","0.0610399597797562","1.21438576121693","1","0.544424934363993","1","RPA2,Cul4,Rpb5,Gnf1,DNApol-epsilon255,nej","FBgn0032906,FBgn0033260,FBgn0033571,FBgn0004913,FBgn0264326,FBgn0261617"
"","REACTOME pathway","R-DME-170834","Signaling by TGF-beta Receptor Complex","58","6","0.719","1.9461","0.961","0.0865428924741588","1.06276859371583","1","0.613679514947577","1","CG33310,Parp,STUB1,Cdk9,CycT,faf","FBgn0053310,FBgn0010247,FBgn0027052,FBgn0019949,FBgn0025455,FBgn0005632"
"","REACTOME pathway","R-DME-6807505","RNA polymerase II transcribes snRNA genes","68","6","0.719","1.6599","0.731","0.152152043032435","0.81772221174646","1","0.627627177508793","1","CG15160,Rpb5,Cdk9,defl,CycT,omd","FBgn0032688,FBgn0033571,FBgn0019949,FBgn0036038,FBgn0025455,FBgn0038168"
"","REACTOME pathway","R-DME-983231","Factors involved in megakaryocyte development and platelet production","71","6","0.719","1.5897","0.669","0.175219019373098","0.756418754557933","1","0.654149853214042","1","spoon,hop,CG14535,LRR,Klp61F,Su(var)3-3","FBgn0263987,FBgn0004864,FBgn0031955,FBgn0033212,FBgn0004378,FBgn0260397"
"","REACTOME pathway","R-DME-5576891","Cardiac conduction","72","6","0.719","1.5677","0.649","0.183209243055218","0.737052619605856","1","0.654149853214042","1","Nepl7,Ca-alpha1D,Trpgamma,Task6,trp,SERCA","FBgn0032442,FBgn0001991,FBgn0032593,FBgn0038165,FBgn0003861,FBgn0263006"
"","REACTOME pathway","R-DME-72202","Transport of Mature Transcript to Cytoplasm","75","6","0.719","1.505","0.59","0.208002053501163","0.681932377441943","1","0.666735473262724","1","Gp210,Mtor,eIF4E3,nxf2,Nup358,Nup214","FBgn0266580,FBgn0013756,FBgn0265089,FBgn0036640,FBgn0039302,FBgn0010660"
"","REACTOME pathway","R-DME-69206","G1/S Transition","92","6","0.719","1.2269","0.295","0.364171201566118","0.438694400922846","1","0.689291625906941","1","Pp2A-29B,RPA2,Orc4,Mcm2,CG4733,DNApol-epsilon255","FBgn0260439,FBgn0032906,FBgn0023181,FBgn0014861,FBgn0038744,FBgn0264326"
"","REACTOME pathway","R-DME-382556","ABC-family proteins mediated transport","96","6","0.719","1.1757","0.234","0.402614259953398","0.395110847158744","1","0.703381053122248","1","CG1703,CG1824,CG7806,Eato,Hmt-1,rdog","FBgn0030321,FBgn0030403,FBgn0032018,FBgn0028539,FBgn0038376,FBgn0039644"
"","REACTOME pathway","R-DME-8856828","Clathrin-mediated endocytosis","96","6","0.719","1.1757","0.234","0.402614259953398","0.395110847158744","1","0.703381053122248","1","crq,Arpc5,CSN4,Syt4,Lerp,rdog","FBgn0015924,FBgn0031437,FBgn0027054,FBgn0028400,FBgn0051072,FBgn0039644"
"","REACTOME pathway","R-DME-8878171","Transcriptional regulation by RUNX1","106","6","0.719","1.0648","0.091","0.497290209197482","0.303390091206876","1","0.77029238526712","1","Chi,osa,polybromo,His2Av,sv,nej","FBgn0013764,FBgn0261885,FBgn0039227,FBgn0001197,FBgn0005561,FBgn0261617"
"","REACTOME pathway","R-DME-199977","ER to Golgi Anterograde Transport","126","6","0.719","0.8958","-0.159","0.666435182821368","0.176242083477254","1","0.866137506440784","1","CG43366,Spn42Db,hig,Syx17,Grasp65,ArfGAP3","FBgn0263109,FBgn0033112,FBgn0010114,FBgn0035540,FBgn0036919,FBgn0037182"
"","REACTOME pathway","R-DME-372790","Signaling by GPCR","133","6","0.719","0.8487","-0.237","0.716313013541022","0.144897158770574","1","0.892744790275264","1","RSG7,Sos,hig,Dop1R1,PlexB,PlexA","FBgn0024941,FBgn0001965,FBgn0010114,FBgn0011582,FBgn0025740,FBgn0025741"
"","REACTOME pathway","R-DME-72163","mRNA Splicing - Major Pathway","138","6","0.719","0.8179","-0.29","0.748641443661518","0.125726134668423","1","0.916482025385632","1","Sf3b2,Spf45,Rpb5,CG5543,Sf3a2,Sf3a1","FBgn0031493,FBgn0086683,FBgn0033571,FBgn0034908,FBgn0036314,FBgn0266917"
"","REACTOME pathway","R-DME-71387","Metabolism of carbohydrates","150","6","0.719","0.7525","-0.41","0.815115002279956","0.0887811135518811","1","0.958617611437086","1","CG30037,sea,sfl,pip,CG3534,Hs2st","FBgn0050037,FBgn0037912,FBgn0020251,FBgn0003089,FBgn0038463,FBgn0024230"
"","REACTOME pathway","R-DME-425407","SLC-mediated transmembrane transport","183","6","0.719","0.6168","-0.697","0.928513071640906","0.0322119778675992","1","0.987926632797019","1","CG4630,CG8249,CG5687,CG5592,CG8925,CG17119","FBgn0033809,FBgn0034045,FBgn0035293,FBgn0035645,FBgn0038404,FBgn0039045"
"","REACTOME pathway","R-DME-72766","Translation","214","6","0.719","0.5274","-0.923","0.973877828503872","0.0114955212882464","1","0.99148663947765","1","mRpS2,mRpL54,eIF2Bdelta,eIF4E3,eIF3a,mRpL11","FBgn0031639,FBgn0034579,FBgn0034858,FBgn0265089,FBgn0037249,FBgn0038234"
"","REACTOME pathway","R-DME-110373","Resolution of AP sites via the multiple-nucleotide patch replacement pathway","17","5","0.599","5.5329","2.468","0.00151846934542273","2.8185939711136","1","0.288953017374743","1","Parp,RPA2,Fen1,Gnf1,DNApol-epsilon255","FBgn0010247,FBgn0032906,FBgn0025832,FBgn0004913,FBgn0264326"
"","REACTOME pathway","R-DME-5693532","DNA Double-Strand Break Repair","18","5","0.599","5.2255","2.386","0.00201136812232936","2.69650843717784","1","0.288953017374743","1","Parp,lok,Fen1,rad50,tefu","FBgn0010247,FBgn0019686,FBgn0025832,FBgn0034728,FBgn0045035"
"","REACTOME pathway","R-DME-73884","Base Excision Repair","21","5","0.599","4.479","2.163","0.00418403551746393","2.37840463748373","1","0.288953017374743","1","Parp,RPA2,Fen1,Gnf1,DNApol-epsilon255","FBgn0010247,FBgn0032906,FBgn0025832,FBgn0004913,FBgn0264326"
"","REACTOME pathway","R-DME-73933","Resolution of Abasic Sites (AP sites)","21","5","0.599","4.479","2.163","0.00418403551746393","2.37840463748373","1","0.288953017374743","1","Parp,RPA2,Fen1,Gnf1,DNApol-epsilon255","FBgn0010247,FBgn0032906,FBgn0025832,FBgn0004913,FBgn0264326"
"","REACTOME pathway","R-DME-110314","Recognition of DNA damage by PCNA-containing replication complex","22","5","0.599","4.2754","2.096","0.00518132014299501","2.28555957273108","1","0.288953017374743","1","RPA2,Cul4,CG9062,Gnf1,DNApol-epsilon255","FBgn0032906,FBgn0033260,FBgn0033607,FBgn0004913,FBgn0264326"
"","REACTOME pathway","R-DME-3301854","Nuclear Pore Complex (NPC) Disassembly","30","5","0.599","3.1353","1.649","0.0197610048553965","1.70419097513007","1","0.493322669924725","1","Cdk1,Gp210,Mtor,Nup358,Nup214","FBgn0004106,FBgn0266580,FBgn0013756,FBgn0039302,FBgn0010660"
"","REACTOME pathway","R-DME-5696400","Dual Incision in GG-NER","30","5","0.599","3.1353","1.649","0.0197610048553965","1.70419097513007","1","0.493322669924725","1","Parp,RPA2,Cul4,Gnf1,DNApol-epsilon255","FBgn0010247,FBgn0032906,FBgn0033260,FBgn0004913,FBgn0264326"
"","REACTOME pathway","R-DME-2173793","Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","36","5","0.599","2.6128","1.386","0.0403337225108221","1.39433169390353","1","0.520375452884638","1","CG33310,Parp,Cdk9,CycT,faf","FBgn0053310,FBgn0010247,FBgn0019949,FBgn0025455,FBgn0005632"
"","REACTOME pathway","R-DME-4615885","SUMOylation of DNA replication proteins","37","5","0.599","2.5422","1.346","0.0446747227329719","1.34993813419812","1","0.520375452884638","1","Top2,Gp210,Mtor,Nup358,Nup214","FBgn0284220,FBgn0266580,FBgn0013756,FBgn0039302,FBgn0010660"
"","REACTOME pathway","R-DME-159227","Transport of the SLBP independent Mature mRNA","38","5","0.599","2.4753","1.308","0.0492841190101838","1.30729300237289","1","0.520375452884638","1","Gp210,Mtor,eIF4E3,Nup358,Nup214","FBgn0266580,FBgn0013756,FBgn0265089,FBgn0039302,FBgn0010660"
"","REACTOME pathway","R-DME-159230","Transport of the SLBP Dependant Mature mRNA","39","5","0.599","2.4118","1.27","0.054162925926069","1.26629788274198","1","0.520375452884638","1","Gp210,Mtor,eIF4E3,Nup358,Nup214","FBgn0266580,FBgn0013756,FBgn0265089,FBgn0039302,FBgn0010660"
"","REACTOME pathway","R-DME-5696394","DNA Damage Recognition in GG-NER","39","5","0.599","2.4118","1.27","0.054162925926069","1.26629788274198","1","0.520375452884638","1","CG32202,Parp,CSN4,Cul4,Ino80","FBgn0052202,FBgn0010247,FBgn0027054,FBgn0033260,FBgn0086613"
"","REACTOME pathway","R-DME-159231","Transport of Mature mRNA Derived from an Intronless Transcript","45","5","0.599","2.0902","1.064","0.0890501406377232","1.05036539031484","1","0.613679514947577","1","Gp210,Mtor,eIF4E3,Nup358,Nup214","FBgn0266580,FBgn0013756,FBgn0265089,FBgn0039302,FBgn0010660"
"","REACTOME pathway","R-DME-159234","Transport of Mature mRNAs Derived from Intronless Transcripts","46","5","0.599","2.0448","1.032","0.0957776082480468","1.01873601233042","1","0.613679514947577","1","Gp210,Mtor,eIF4E3,Nup358,Nup214","FBgn0266580,FBgn0013756,FBgn0265089,FBgn0039302,FBgn0010660"
"","REACTOME pathway","R-DME-6782210","Gap-filling DNA repair synthesis and ligation in TC-NER","48","5","0.599","1.9596","0.971","0.10997790469639","0.958694558771836","1","0.626921524734389","1","RPA2,Cul4,Rpb5,Gnf1,nej","FBgn0032906,FBgn0033260,FBgn0033571,FBgn0004913,FBgn0261617"
"","REACTOME pathway","R-DME-112382","Formation of RNA Pol II elongation complex","50","5","0.599","1.8812","0.912","0.125133667753038","0.902625825780859","1","0.626921524734389","1","lilli,Rpb5,Cdk9,dre4,CycT","FBgn0041111,FBgn0033571,FBgn0019949,FBgn0002183,FBgn0025455"
"","REACTOME pathway","R-DME-75955","RNA Polymerase II Transcription Elongation","52","5","0.599","1.8088","0.855","0.141191966690567","0.850190012357918","1","0.626921524734389","1","lilli,Rpb5,Cdk9,dre4,CycT","FBgn0041111,FBgn0033571,FBgn0019949,FBgn0002183,FBgn0025455"
"","REACTOME pathway","R-DME-163685","Integration of energy metabolism","53","5","0.599","1.7747","0.828","0.14954113407711","0.825239330111947","1","0.626921524734389","1","crq,Ca-alpha1D,Mondo,ACC,dsb","FBgn0015924,FBgn0001991,FBgn0032940,FBgn0033246,FBgn0035290"
"","REACTOME pathway","R-DME-159236","Transport of Mature mRNA derived from an Intron-Containing Transcript","61","5","0.599","1.542","0.625","0.222904474311929","0.65188121393574","1","0.666735473262724","1","Gp210,Mtor,nxf2,Nup358,Nup214","FBgn0266580,FBgn0013756,FBgn0036640,FBgn0039302,FBgn0010660"
"","REACTOME pathway","R-DME-112310","Neurotransmitter release cycle","62","5","0.599","1.5171","0.601","0.232760081619385","0.633091499189393","1","0.666735473262724","1","X11L,CG4630,CG5592,Gabat,CG8925","FBgn0026313,FBgn0033809,FBgn0035645,FBgn0036927,FBgn0038404"
